Mod:Item:MetaData, Localized Name
MorePlanet:jelly_slime_egg:2, Strawberry Jelly Slime Egg
MorePlanet:jelly_slime_egg:3, Berry Jelly Slime Egg
MorePlanet:jelly_slime_egg:4, Lime Jelly Slime Egg
MorePlanet:jelly_slime_egg:5, Orange Jelly Slime Egg
MorePlanet:jelly_slime_egg:6, Green Jelly Slime Egg
MorePlanet:jelly_slime_egg:7, Lemon Jelly Slime Egg
MorePlanet:fronos_sapling:0, Coconut Sapling
MorePlanet:fronos_sapling:1, Red Maple Sapling
MorePlanet:fronos_sapling:2, Yellow Maple Sapling
MorePlanet:fronos_sapling:3, Purple Maple Sapling
MorePlanet:fronos_tallgrass:0, Short Fronos Grass
MorePlanet:fronos_tallgrass:1, Medium Fronos Grass
MorePlanet:fronos_tallgrass:2, Tall Fronos Grass
MorePlanet:fronos_tallgrass:3, Short Pink Grass
MorePlanet:fronos_tallgrass:4, Medium Pink Grass
MorePlanet:fronos_tallgrass:5, Tall Pink Grass
MorePlanet:fronos_tallgrass:6, Short Purple Grass
MorePlanet:fronos_tallgrass:7, Medium Purple Grass
MorePlanet:fronos_tallgrass:8, Tall Purple Grass
MorePlanet:fronos_tallgrass:9, Short Plains Grass
MorePlanet:fronos_tallgrass:10, Medium Plains Grass
MorePlanet:fronos_tallgrass:11, Short Plains Grass
MorePlanet:fronos_tallgrass:12, Short Golden Grass
MorePlanet:fronos_tallgrass:13, Medium Golden Grass
MorePlanet:fronos_tallgrass:14, Tall Golden Grass
MorePlanet:fronos_flower:0, Pink Butter Cup
MorePlanet:fronos_flower:1, Orange Butterfly Flower
MorePlanet:fronos_flower:2, Yellow Milk Cap
MorePlanet:fronos_flower:3, Little Sun Flower
MorePlanet:fronos_flower:4, Sky Mushroom
MorePlanet:fronos_flower:5, Purple Spike Flower
MorePlanet:fronos_flower:6, Jungle Iris
MorePlanet:fronos_flower:7, Blue Poison Mushroom
MorePlanet:fronos_flower:8, White Moss
MorePlanet:fronos_dandelion:0, Orange Dandelion
MorePlanet:fronos_dandelion:1, Pink Dandelion
MorePlanet:fronos_dandelion:2, Purple Dandelion
MorePlanet:fronos_dandelion:3, Orange Dandelion
MorePlanet:fronos_dandelion:4, Pink Dandelion
MorePlanet:fronos_dandelion:5, Purple Dandelion
MorePlanet:fronos_poppy:0, White Poppy
MorePlanet:fronos_poppy:1, Orange Poppy
MorePlanet:fronos_poppy:2, Purple Poppy
MorePlanet:candy_flower:0, Pink Candy Flower
MorePlanet:candy_flower:1, Orange Candy Flower
MorePlanet:candy_flower:2, Green Candy Flower
MorePlanet:candy_flower:3, Yellow Candy Flower
MorePlanet:candy_flower:4, Light Blue Candy Flower
MorePlanet:candy_flower:5, Blue Candy Flower
MorePlanet:candy_flower:6, Red Candy Flower
MorePlanet:candy_flower:7, Purple Candy Flower
MorePlanet:fronos_coral:5, Glowing Pink Coral
MorePlanet:fronos_coral:6, Colunus Coral
MorePlanet:cheese_web, Cheese Web
MorePlanet:glass_gem_corn1, tile.glass_gem_corn1.name
MorePlanet:glass_gem_corn2, tile.glass_gem_corn2.name
MorePlanet:glass_gem_corn3, tile.glass_gem_corn3.name
MorePlanet:maple_ivy, Maple Ivy
MorePlanet:pink_candy_torch, Pink Candy Torch
MorePlanet:orange_candy_torch, Orange Candy Torch
MorePlanet:green_candy_torch, Green Candy Torch
MorePlanet:yellow_candy_torch, Yellow Candy Torch
MorePlanet:light_blue_candy_torch, Light Blue Candy Torch
MorePlanet:blue_candy_torch, Blue Candy Torch
MorePlanet:red_candy_torch, Red Candy Torch
MorePlanet:purple_candy_torch, Purple Candy Torch
MorePlanet:cup_block, tile.cup_block.name
MorePlanet:mineral_water_cup, tile.mineral_water_cup.name
MorePlanet:ovantine_cup, tile.ovantine_cup.name
MorePlanet:coconut_milk_cup, tile.coconut_milk_cup.name
MorePlanet:cheese_of_milk_cup, tile.cheese_of_milk_cup.name
MorePlanet:tea_cup, tile.tea_cup.name
MorePlanet:caramel_cup, tile.caramel_cup.name
MorePlanet:coconut_door_block, tile.coconut_door_block.name
MorePlanet:red_maple_door_block, tile.red_maple_door_block.name
MorePlanet:coconut_milk_fluid, Coconut Milk
MorePlanet:mineral_water_fluid, Mineral Water
MorePlanet:ovantine_fluid, Ovantine
MorePlanet:tea_fluid, Tea
MorePlanet:caramel_fluid, tile.caramel_fluid.name
MorePlanet:huge_sky_mushroom, tile.huge_sky_mushroom.name
MorePlanet:cake_farmland, tile.cake_farmland.name
MorePlanet:kapteyn-b_block:0, Kapteyn B Surface Ice
MorePlanet:kapteyn-b_block:1, Kapteyn B Sub-Surface Ice
MorePlanet:kapteyn-b_block:2, Kapteyn B Stone
MorePlanet:kapteyn-b_block:3, Kapteyn B Cobblestone
MorePlanet:kapteyn-b_block:4, Namerium Crystal Ore
MorePlanet:kapteyn-b_block:5, Frozen Iron Ore
MorePlanet:kapteyn-b_block:6, Uranium Ore
MorePlanet:kapteyn-b_block:7, Tin Ore
MorePlanet:kapteyn-b_block:8, Copper Ore
MorePlanet:kapteyn-b_block:9, Redstone Ore
MorePlanet:kapteyn-b_block:11, Namerium Block
MorePlanet:kapteyn-b_block:12, Frozen Iron Block
MorePlanet:kapteyn-b_block:13, Uranium Block
MorePlanet:kapteyn-b_block:14, Kapteyn B Dungeon Brick
MorePlanet:rocky_soild_water, Rocky Solid Water
MorePlanet:frozen_water_geyser, Frozen Water Geyser
MorePlanet:kapteyn-b_ice:0, Kapteyn B Ice
MorePlanet:kapteyn-b_ice:1, Dirty Kapteyn B Ice
MorePlanet:uranium_bomb, Uranium Bomb
MorePlanet:kapteyn-b_treasure_chest, Tier 8 Kapteyn B Treasure Chest
MorePlanet:kapteyn-b_ancient_chest, Kapteyn B Ancient Chest
MorePlanet:kapteyn-b_cobblestone_stairs, Kapteyn B Cobblestone Stairs
MorePlanet:kapteyn-b_dungeon_brick_stairs, Kapteyn B Dungeon Brick Stairs
MorePlanet:fallen_ice_crystal_meteor, Fallen Ice Crystal Meteor
MorePlanet:uranium_waste:0, Uranium Waste
MorePlanet:uranium_waste:1, Inactive Uranium Waste
MorePlanet:icy_poison_crystal, Icy Poison Crystal
MorePlanet:kapteyn-b_ancient_chest_temp:0, tile.kapteyn-b_ancient_chest_temp.active.name
MorePlanet:frozen_water_fluid, Frozen Water
MorePlanet:sirius_block:0, Sirius B Surface Carbon Stone
MorePlanet:sirius_block:1, Sirius B Sub-Surface Carbon Stone
MorePlanet:sirius_block:2, Sirius B Carbon Stone
MorePlanet:sirius_block:3, Sirius B Carbon Cobblestone
MorePlanet:sirius_block:4, Sulfur Ore
MorePlanet:sirius_block:5, Diamond Ore
MorePlanet:sirius_block:6, Sirius Glowstone Ore
MorePlanet:sirius_block:7, Sirius Black Spot
MorePlanet:sirius_block:8, Sulfur Block
MorePlanet:sirius_block:9, Sirius B Dungeon Brick
MorePlanet:magma_rock, Magma Rock
MorePlanet:sirius_obsidian, Sirius Obsidian
MorePlanet:sirius_glowstone, Sirius Glowstone
MorePlanet:sirius_redstone_lamp, Sirius Redstone Lamp
MorePlanet:sirius_redstone_lamp_on, tile.sirius_redstone_lamp_on.name
MorePlanet:sirius-b_ancient_chest, Sirius B Ancient Chest
MorePlanet:sirius-b_treasure_chest, Tier 8 Sirius B Treasure Chest
MorePlanet:sirius_blaze_egg, Sirius Blaze Egg
MorePlanet:sirius-b_cobblestone_stairs, Sirius B Carbon Cobblestone Stairs
MorePlanet:sirius-b_dungeon_brick_stairs, Sirius B Dungeon Brick Stairs
MorePlanet:sirius_fire, tile.sirius_fire.name
MorePlanet:sirius_lava, tile.sirius_lava.name
MorePlanet:mercury_block:0, Mercury Surface Rock
MorePlanet:mercury_block:1, Mercury Sub-Surface Rock
MorePlanet:mercury_block:2, Mercury Rock
MorePlanet:mercury_block:3, Mercury Cobblestone
MorePlanet:mercury_block:4, Tin Ore
MorePlanet:mercury_block:5, Copper Ore
MorePlanet:mercury_block:6, Aluminum Ore
MorePlanet:mercury_block:7, Iron Ore
MorePlanet:mercury_block:8, Metal Meteoric Iron Ore
MorePlanet:mercury_block:9, Silicate Rock
MorePlanet:mercury_block:10, Solid Metal Meteoric Iron
MorePlanet:mercury_block:11, Mercury Dungeon Brick
MorePlanet:metallic_rock, Metallic Rock
MorePlanet:mercury_ice, Dirty Mercury Ice
MorePlanet:mercury_cobblestone_stairs, Mercury Cobblestone Stairs
MorePlanet:mercury_dungeon_brick_stairs, Mercury Dungeon Brick Stairs
MorePlanet:mercury_ancient_chest, Mercury Ancient Chest
MorePlanet:mercury_treasure_chest, Mercury Treasure Chest
MorePlanet:dirty_water_fluid, tile.dirty_water_fluid.name
MorePlanet:venus_block:0, Venus Surface Rock
MorePlanet:venus_block:1, Venus Sub-Surface Rock
MorePlanet:venus_block:2, Venus Rock
MorePlanet:venus_block:3, Venus Cobblestone
MorePlanet:venus_block:4, Sulfur Ore
MorePlanet:venus_block:5, Lead Ore
MorePlanet:venus_block:6, Tin Ore
MorePlanet:venus_block:7, Copper Ore
MorePlanet:venus_block:8, Coal Ore
MorePlanet:venus_block:9, Iron Ore
MorePlanet:venus_block:10, Gold Ore
MorePlanet:venus_block:11, Lead Block
MorePlanet:venus_block:12, Venus Stone Brick
MorePlanet:venus_block:13, Cracked Venus Stone Brick
MorePlanet:venus_block:14, Venus Dungeon Brick
MorePlanet:venus_redstone_ore, Venus Redstone Ore
MorePlanet:venus_redstone_ore_active, tile.venus_redstone_ore_active.name
MorePlanet:venus_smoke_geyser, Venus Smoke Geyser
MorePlanet:venus_magma_rock, Venus Magma Rock
MorePlanet:venus_sand, Venus Sand
MorePlanet:venus_sandstone:0, Venus Sandstone
MorePlanet:venus_sandstone:1, Chiseled Venus Sandstone
MorePlanet:venus_sandstone:2, Smooth Venus Sandstone
MorePlanet:half_venus_sandstone_slab:0, Venus Sandstone Slab
MorePlanet:double_venus_sandstone_slab:0, tile.double_venus_sandstone_slab.venus.name
MorePlanet:sulfur_torch, Sulfur Torch
MorePlanet:venus_cobblestone_stairs, Venus Cobblestone Stairs
MorePlanet:venus_dungeon_brick_stairs, Venus Dungeon Brick Stairs
MorePlanet:venus_sandstone_stairs, Venus Sandstone Stairs
MorePlanet:venusian_blaze_egg, Venusian Blaze Egg
MorePlanet:venus_ancient_chest, Venus Ancient Chest
MorePlanet:venus_treasure_chest, Tier 3 Venus Treasure Chest
MorePlanet:pluto_block:0, Pluto Surface Rock
MorePlanet:pluto_block:1, Pluto Sub-Surface Rock
MorePlanet:pluto_block:2, Pluto Rock
MorePlanet:pluto_block:3, Pluto Cobblestone
MorePlanet:pluto_block:4, Meteoric Iron Ore
MorePlanet:pluto_block:5, Frozen Iron Ore
MorePlanet:pluto_block:6, Iron Ore
MorePlanet:pluto_block:7, Xeonium Ore
MorePlanet:pluto_block:8, Pluto Dungeon Brick
MorePlanet:pluto_block:10, Brown Pluto Surface Rock
MorePlanet:pluto_block:11, Light Brown Pluto Surface Rock
MorePlanet:xeonium_glowstone, Xeonium Glowstone
MorePlanet:frozen_methane_block, Frozen Methane Block
MorePlanet:frozen_nitrogen_block, Frozen Nitrogen Block
MorePlanet:pluto_ancient_chest, Pluto Ancient Chest
MorePlanet:pluto_treasure_chest, Pluto Treasure Chest
MorePlanet:pluto_cobblestone_stairs, Pluto Cobblestone Stairs
MorePlanet:pluto_dungeon_brick_stairs, Pluto Dungeon Brick Stairs
MorePlanet:xeonium_torch, Xeonium Torch
MorePlanet:liquid_methane_fluid, tile.liquid_methane_fluid.name
MorePlanet:liquid_nitrogen_fluid, tile.liquid_nitrogen_fluid.name
MorePlanet:space_potato_block, tile.space_potato_block.name
MorePlanet:phobos_block:0, Phobos Surface Rock
MorePlanet:phobos_block:1, Phobos Sub-Surface Rock
MorePlanet:phobos_block:2, Phobos Rock
MorePlanet:phobos_block:3, Phobos Cobblestone
MorePlanet:phobos_block:4, Tin Ore
MorePlanet:phobos_block:5, Copper Ore
MorePlanet:phobos_block:6, Iron Ore
MorePlanet:phobos_block:7, Desh Ore
MorePlanet:deimos_block:0, Deimos Surface Rock
MorePlanet:deimos_block:1, Deimos Sub-Surface Rock
MorePlanet:deimos_block:2, Deimos Rock
MorePlanet:deimos_block:3, Deimos Cobblestone
MorePlanet:deimos_block:4, Tin Ore
MorePlanet:deimos_block:5, Copper Ore
MorePlanet:deimos_block:6, Iron Ore
MorePlanet:deimos_block:7, Desh Ore
MorePlanet:io_block:0, Io Surface Rock
MorePlanet:io_block:1, Io Sub-Surface Rock
MorePlanet:io_block:2, Io Rock
MorePlanet:io_block:3, Io Cobblestone
MorePlanet:io_block:4, Sulfur Ore
MorePlanet:io_block:5, Ash Stone
MorePlanet:io_block:6, Ash Cobblestone
MorePlanet:io_block:7, Silicate Rock
MorePlanet:io_block:8, Io Dungeon Brick
MorePlanet:io_magma_rock:0, Magma Rock
MorePlanet:io_magma_rock:1, Sulfur Rock
MorePlanet:io_lava, tile.io_lava.name
MorePlanet:io_black_lava, tile.io_black_lava.name
MorePlanet:liquid_red_sulfur, tile.liquid_red_sulfur.name
MorePlanet:liquid_yellow_sulfur, tile.liquid_yellow_sulfur.name
MorePlanet:liquid_orange_sulfur, tile.liquid_orange_sulfur.name
MorePlanet:liquid_brown_sulfur, tile.liquid_brown_sulfur.name
MorePlanet:europa_ice:0, Europa Ice
MorePlanet:europa_ice:1, Dirty Europa Ice
MorePlanet:europa_ice:2, Dense Europa Ice
MorePlanet:packed_europa_ice, Packed Europa Ice
MorePlanet:europa_snow_block, Europa Snow
MorePlanet:europa_planks, Europa Wood Planks
MorePlanet:europa_log, tile.europa_log.name
MorePlanet:europa_leaves, tile.europa_leaves.name
MorePlanet:europa_ice_slush, Europa Ice Slush
MorePlanet:europa_salt, Europa Salt
MorePlanet:europa_water_bomb, Europa Water Bomb
MorePlanet:europa_geyser:0, Europa Underwater Geyser
MorePlanet:europa_geyser:1, Europa Underwater Smoke Geyser
MorePlanet:europa_sand, Europa Sand
MorePlanet:europa_sandstone:0, Europa Sandstone
MorePlanet:europa_sandstone:1, Chiseled Europa Sandstone
MorePlanet:europa_sandstone:2, Smooth Europa Sandstone
MorePlanet:half_europa_sandstone_slab:0, Europa Sandstone Slab
MorePlanet:double_europa_sandstone_slab:0, tile.double_europa_sandstone_slab.europa.name
MorePlanet:europa_snow_layer, Europa Snow
MorePlanet:europa_fence, Europa Fence
MorePlanet:europa_fence_gate, Europa Fence Gate
MorePlanet:europa_sandstone_stairs, Europa Sandstone Stairs
MorePlanet:europa_wood_stairs, Europa Wood Stairs
MorePlanet:europa_sapling, Europa Sapling
MorePlanet:europa_water_fluid, tile.europa_water_fluid.name
MorePlanet:europa_door_block, tile.europa_door_block.name
MorePlanet:dark_asteroid_block:0, Dark Asteroid Rock
MorePlanet:dark_asteroid_block:1, Dark Asteroid Rock
MorePlanet:dark_asteroid_block:2, Dark Asteroid Rock
MorePlanet:dark_asteroid_block:3, Aluminum Ore
MorePlanet:dark_asteroid_block:4, Ilmenite Ore
MorePlanet:dark_asteroid_block:5, Iron Ore
MorePlanet:dark_asteroid_block:6, Meteoric Iron Ore
MorePlanet:dark_asteroid_block:7, Silicon Ore
MorePlanet:dark_asteroid_block:8, Diamond Ore
MorePlanet:dark_asteroid_block:9, Emerald Ore
MorePlanet:dark_asteroid_block:10, Lapis Lazuli Ore
MorePlanet:alphere_ore, Alphere Ore
MorePlanet:dark_asteroid_quicksand, Dark Asteroid Quicksand
MorePlanet:alien_grass, Alien Grass
MorePlanet:alien_dirt:0, Alien Dirt
MorePlanet:alien_dirt:1, Alien Coarse Dirt
MorePlanet:alien_log, Alien Wood
MorePlanet:alien_planks, Alien Wood Planks
MorePlanet:alien_glowstone, Alien Glowstone
MorePlanet:alien_leaves:0, Alien Leaves
MorePlanet:alien_wood_stairs, Alien Wood Stairs
MorePlanet:alien_fence, Alien Fence
MorePlanet:alien_fence_gate, Alien Fence Gate
MorePlanet:alien_sapling, Alien Sapling
MorePlanet:alien_farmland, tile.alien_farmland.name
MorePlanet:dark_air, tile.dark_air.name
MorePlanet:diona_item:0, Quontonium Ingot
MorePlanet:diona_item:1, Fronisium Ingot
MorePlanet:diona_item:2, Compressed Quontonium
MorePlanet:diona_item:3, Compressed Fronisium
MorePlanet:diona_item:4, Heavy Duty Plate
MorePlanet:diona_item:10, Quontonium Stick
MorePlanet:diona_item:11, Fronisium Stick
MorePlanet:diona_item:12, Green Redstone Torch
MorePlanet:tier_4_rocket_schematic:1, NASA Workbench Schematic
MorePlanet:tier_4_rocket_module:1, Heavy Duty Plate
MorePlanet:tier_4_rocket_module:2, Tier 4 Rocket Engine
MorePlanet:tier_4_rocket_module:3, Tier 4 Booster
MorePlanet:tier_4_rocket_module:4, Tier 4 Nose Cone
MorePlanet:tier_4_rocket_module:5, Tier 5 Rocket Engine
MorePlanet:tier_4_rocket_module:6, Tier 5 Booster
MorePlanet:laser_gun, Laser Gun
MorePlanet:laser_charge:0, Normal Laser Charge
MorePlanet:laser_charge:1, Hyper Laser Charge
MorePlanet:laser_charge:2, EMP Laser Charge
MorePlanet:laser_charge:3, Uranium Laser Charge
MorePlanet:laser_charge:4, Icy Poison Laser Charge
MorePlanet:tier_4_rocket:10, Tier 4 Rocket
MorePlanet:tier_4_rocket:11, Tier 4 Rocket
MorePlanet:tier_4_rocket:12, Tier 4 Rocket
MorePlanet:tier_4_rocket:13, Tier 4 Rocket
MorePlanet:tier_4_rocket:14, Tier 4 Rocket
MorePlanet:diona_treasure_key, Tier 4 Dungeon Key
MorePlanet:polongnius_item:0, Flonium
MorePlanet:polongnius_item:1, Purple Crystal
MorePlanet:polongnius_item:2, Raw Polongnius Meteoric Iron
MorePlanet:polongnius_item:3, Raw Palladium
MorePlanet:polongnius_item:4, Polongnius Meteoric Iron Ingot
MorePlanet:polongnius_item:5, Palladium Ingot
MorePlanet:polongnius_item:6, Compressed Polongnius Meteoric Iron
MorePlanet:polongnius_item:7, Compressed Palladium
MorePlanet:polongnius_item:8, Polongnius Meteoric Iron Stick
MorePlanet:polongnius_item:9, Palladium Stick
MorePlanet:polongnius_item:10, Cheese Leather
MorePlanet:purple_crystal_solar_module:0, Purple Crystal Wafer
MorePlanet:purple_crystal_solar_module:1, Purple Crystal Solar Wafer
MorePlanet:purple_crystal_solar_module:2, Single Purple Crystal Solar Panel
MorePlanet:purple_crystal_solar_module:3, Full Purple Crystal Solar Panel
MorePlanet:tier_5_rocket_schematic:1, NASA Workbench Schematic
MorePlanet:tier_6_rocket_module:0, Tier 6 Rocket Engine
MorePlanet:tier_6_rocket_module:1, Tier 6 Booster
MorePlanet:tier_6_rocket_module:2, Heavy Duty Plate
MorePlanet:cheese_slimeball, Cheese Slimeball
MorePlanet:polongnius_food:0, Cheese of Milk Curd
MorePlanet:polongnius_food:1, Raw Cheese Beef
MorePlanet:polongnius_food:2, Cooked Cheese Beef
MorePlanet:cheese_of_milk_bucket, Cheese of Milk Bucket
MorePlanet:tier_5_rocket:10, Tier 5 Rocket
MorePlanet:tier_5_rocket:11, Tier 5 Rocket
MorePlanet:tier_5_rocket:12, Tier 5 Rocket
MorePlanet:tier_5_rocket:13, Tier 5 Rocket
MorePlanet:tier_5_rocket:14, Tier 5 Rocket
MorePlanet:polongnius_meteor_chunk, Polongnius Meteor Chunk
MorePlanet:polongnius_dungeon_key, Tier 5 Dungeon Key
MorePlanet:nibiru_item:0, Red Gem
MorePlanet:nibiru_item:1, Norium Ingot
MorePlanet:nibiru_item:2, Compressed Red Gem
MorePlanet:nibiru_item:3, Compressed Norium
MorePlanet:nibiru_item:4, Red Gem Stick
MorePlanet:nibiru_item:5, Norium Stick
MorePlanet:power_crystal, Ichorius Gem
MorePlanet:tier_6_rocket_schematic, item.tier_6_rocket_schematic.name
MorePlanet:tier_7_rocket_module:0, Tier 7 Rocket Engine
MorePlanet:tier_7_rocket_module:1, Tier 7 Booster
MorePlanet:tier_7_rocket_module:2, Heavy Duty Plate
MorePlanet:tier_7_rocket_module:3, Tier 7 Rocket Fin
MorePlanet:tier_7_rocket_module:4, Tier 7 Nose Cone
MorePlanet:ancient_dark_door, Ancient Dark Door
MorePlanet:orange_door, Orange Door
MorePlanet:nibiru_food:0, Space Apple
MorePlanet:nibiru_food:1, Space Orange
MorePlanet:nibiru_food:2, Orange Juice
MorePlanet:tier_6_rocket:10, Tier 6 Rocket
MorePlanet:tier_6_rocket:11, Tier 6 Rocket
MorePlanet:tier_6_rocket:12, Tier 6 Rocket
MorePlanet:tier_6_rocket:13, Tier 6 Rocket
MorePlanet:tier_6_rocket:14, Tier 6 Rocket
MorePlanet:nibiru_dungeon_key, Tier 6 Dungeon Key
MorePlanet:koentus_item:0, White Crystal
MorePlanet:koentus_item:1, EMP Shard
MorePlanet:koentus_item:2, Bacterial Fossil
MorePlanet:koentus_item:3, Raw Koentus Meteoric Iron
MorePlanet:koentus_item:4, Koentus Meteoric Iron Ingot
MorePlanet:koentus_item:5, Compressed White Crystal
MorePlanet:koentus_item:6, Compressed Koentus Meteoric Iron
MorePlanet:koentus_meteor_chunk, Koentus Meteor Chunk
MorePlanet:crystal_door, Crystal Door
MorePlanet:fronos_food:0, Strawberry
MorePlanet:fronos_food:1, Berry
MorePlanet:fronos_food:2, Marshmallow
MorePlanet:fronos_food:3, Cooked Marshmallow
MorePlanet:fronos_food:4, Vanilla Ice Cream
MorePlanet:fronos_food:5, Chocolate Ice Cream
MorePlanet:fronos_food:6, Strawberry Ice Cream
MorePlanet:fronos_food:7, Strawberry Cloud Ice Cream
MorePlanet:fronos_food:8, Orange Ice Cream
MorePlanet:fronos_food:9, Golden Bread
MorePlanet:fronos_food:10, Little Sun Flower Seeds
MorePlanet:fronos_food:11, Tea Ice Cream
MorePlanet:fronos_food:12, Berry Salad
MorePlanet:fronos_food:13, Sky Mushroom Stew
MorePlanet:fronos_food:14, Rainbow Cloud Ice Cream
MorePlanet:fronos_food:15, Lemon Ice Cream
MorePlanet:fronos_food2:0, Ovantine Powder
MorePlanet:fronos_food2:1, Chocolate Bar
MorePlanet:fronos_food2:2, Caramel
MorePlanet:candy_cane:0, Pink Candy Cane
MorePlanet:candy_cane:1, Orange Candy Cane
MorePlanet:candy_cane:2, Green Candy Cane
MorePlanet:candy_cane:3, Yellow Candy Cane
MorePlanet:candy_cane:4, Light Blue Candy Cane
MorePlanet:candy_cane:5, Blue Candy Cane
MorePlanet:candy_cane:6, Red Candy Cane
MorePlanet:candy_cane:7, Purple Candy Cane
MorePlanet:fruits:0, Kiwi
MorePlanet:fruits:1, Lemon
MorePlanet:glass_gem_corn_item, Glass Gem Corn
MorePlanet:jelly:0, Grape Jelly
MorePlanet:jelly:1, Raspberry Jelly
MorePlanet:jelly:2, Strawberry Jelly
MorePlanet:jelly:3, Berry Jelly
MorePlanet:jelly:4, Lime Jelly
MorePlanet:jelly:5, Orange Jelly
MorePlanet:jelly:6, Green Jelly
MorePlanet:jelly:7, Lemon Jelly
MorePlanet:fruits_juice:0, Strawberry Juice
MorePlanet:fruits_juice:1, Berry Juice
MorePlanet:fruits_juice:2, Kiwi Juice
MorePlanet:fruits_juice:3, Lemon Juice
MorePlanet:cream_ball:0, Vanilla Cream Ball
MorePlanet:cream_ball:1, Chocolate Cream Ball
MorePlanet:cream_ball:2, Strawberry Cream Ball
MorePlanet:cream_ball:3, Orange Cream Ball
MorePlanet:cream_ball:4, Tea Cream Ball
MorePlanet:cream_ball:5, Lemon Cream Ball
MorePlanet:strawberry_seed, Strawberry Seed
MorePlanet:golden_seeds, Golden Seeds
MorePlanet:pearl:0, Cream Pearl
MorePlanet:pearl:1, Cavern Pearl
MorePlanet:poison_arrow, Poison Arrow
MorePlanet:bearry_egg, Bearry Egg
MorePlanet:cream_golem:0, Vanilla Cream Golem
MorePlanet:cream_golem:1, Chocolate Cream Golem
MorePlanet:cream_golem:2, Strawberry Cream Golem
MorePlanet:cream_golem:3, Orange Cream Golem
MorePlanet:cream_golem:4, Tea Cream Golem
MorePlanet:cream_golem:5, Lemon Cream Golem
MorePlanet:fronos_item:0, Mineral Crystal
MorePlanet:fronos_item:1, Mineral Piece
MorePlanet:fronos_item:2, Black Diamond
MorePlanet:fronos_item:3, Iridium Ingot
MorePlanet:fronos_item:4, Compressed Black Diamond
MorePlanet:fronos_item:5, Compressed Iridium
MorePlanet:fronos_item:6, Golden Wheat
MorePlanet:fronos_item:7, Fronos Rock
MorePlanet:fronos_item:8, Strawberry Feather
MorePlanet:fronos_item:9, Cheese String
MorePlanet:tier_8_rocket_module:0, Tier 8 Rocket Engine
MorePlanet:tier_8_rocket_module:1, Tier 8 Booster
MorePlanet:tier_8_rocket_module:2, Heavy Duty Plate
MorePlanet:candy_bow, Candy Bow
MorePlanet:fronos_bucket:0, Coconut Milk Bucket
MorePlanet:fronos_bucket:1, Mineral Water Bucket
MorePlanet:fronos_bucket:2, Ovantine Bucket
MorePlanet:fronos_bucket:3, Tea Bucket
MorePlanet:fronos_bucket:4, Caramel Bucket
MorePlanet:coconut_door, Coconut Door
MorePlanet:red_maple_door, Maple Door
MorePlanet:cup:0, Empty Cup
MorePlanet:cup:1, Mineral Water Cup
MorePlanet:cup:2, Ovantine Cup
MorePlanet:cup:3, Coconut Milk Cup
MorePlanet:cup:4, Cheese of Milk Cup
MorePlanet:cup:5, Tea Cup
MorePlanet:cup:6, Caramel Cup
MorePlanet:tier_7_rocket:0, Tier 7 Rocket
MorePlanet:tier_7_rocket:1, Tier 7 Rocket
MorePlanet:tier_7_rocket:2, Tier 7 Rocket
MorePlanet:tier_7_rocket:3, Tier 7 Rocket
MorePlanet:tier_7_rocket:4, Tier 7 Rocket
MorePlanet:tier_7_rocket_schematic, NASA Workbench Schematic
MorePlanet:fronos_dungeon_key, Tier 7 Dungeon Key
MorePlanet:kapteyn-b_item:0, Frozen Iron Ingot
MorePlanet:kapteyn-b_item:1, Uranium Gem
MorePlanet:kapteyn-b_item:2, Compressed Frozen Iron
MorePlanet:kapteyn-b_item:3, Uranium Stick
MorePlanet:kapteyn-b_item:4, Frozen Iron Stick
MorePlanet:kapteyn-b_item:5, Ice Crystal Shard
MorePlanet:namerium_crystal, Namerium Crystal
MorePlanet:kapteyn-b_dungeon_key, Tier 8 Dungeon Key
MorePlanet:uranium_battery, Uranium Battery
MorePlanet:frozen_water_bucket, Frozen Water Bucket
MorePlanet:ice_crystal_meteor_chunk, Ice Crystal Meteor Chunk
MorePlanet:tier_8_rocket:0, Tier 8 Rocket
MorePlanet:tier_8_rocket:1, Tier 8 Rocket
MorePlanet:tier_8_rocket:2, Tier 8 Rocket
MorePlanet:tier_8_rocket:3, Tier 8 Rocket
MorePlanet:tier_8_rocket:4, Tier 8 Rocket
MorePlanet:tier_8_rocket_schematic, NASA Workbench Schematic
MorePlanet:sirius-b_item:0, Small Diamond Pieces
MorePlanet:sirius-b_item:1, Large Diamond Pieces
MorePlanet:sirius-b_item:2, Sulfur Dust
MorePlanet:sirius-b_item:3, Sulfur Ingot
MorePlanet:sirius-b_item:4, Compressed Sulfur
MorePlanet:sirius-b_item:5, Sulfur Stick
MorePlanet:sirius_glowstone_dust, Sirius Glowstone Dust
MorePlanet:sirius_fire_charge, Sirius Fire Charge
MorePlanet:sirius_obsidian_bucket, Sirius Obsidian Bucket
MorePlanet:sirius_lava_bucket, Sirius Lava Bucket
MorePlanet:sirius-b_dungeon_key, Tier 8 Dungeon Key
MorePlanet:mercury_item:0, Metallic Shard
MorePlanet:mercury_item:1, Raw Metal Meteoric Iron
MorePlanet:mercury_item:2, Metallic Ingot
MorePlanet:mercury_item:3, Metal Meteoric Iron Ingot
MorePlanet:mercury_item:4, Compressed Metallic
MorePlanet:mercury_item:5, Compressed Metal Meteoric Iron
